,Unnamed: 0,ts_datetime,ts_magnitude1,ts_magnitude2,ts_magnitude3,ts_magnitude4,ts_magnitude5,ts_magnitude6,ts_magnitude7,ts_magnitude8,ts_magnitude9,ts_magnitude10,ts_magnitude11,ts_magnitude12
10,10,1/17/2000,407.0637402362136,419.311855247522,419.89874888514083,402.12224868829605,421.49104527802746,415.56020042196536,413.36513840898766,7535.922901829119,311819999999.5541,-0.3378024631381404,-0.2361650274733996,-4.094713436689667
11,11,1/18/2000,413.5230602999893,411.45982670508715,411.9994221871796,410.02801829883464,411.52901869119825,410.64906896179673,417.60388977495967,7656.589780067096,316775999995.58905,-3.0854815493502854,2.0542966786149015,-3.864989888133739
12,12,1/19/2000,410.21532573607334,425.1736641147435,432.3248432171725,422.89178155994483,409.8214235155162,414.45304820921575,423.06521312279284,28798.27678284536,1215149999997.4954,-3.471455377282575,-5.476959141683692,-4.388092336018161
13,13,1/20/2000,422.10806422249493,422.14632572993236,429.8152376997529,408.82385840334666,418.3897220127541,425.02463169195204,418.5910580376481,54278.82239906734,2273209999991.3716,7.461247287503258,2.429091502764743,2.101977863186465
14,14,1/21/2000,420.4852387801385,421.85883550113806,449.5812051598041,419.7027830669437,428.59798652459887,422.1445080206905,431.2076619094918,48390.695759384456,2079550000007.1768,1.4932394316493605,-0.7946947964132035,0.46354917119993805
15,15,1/24/2000,429.50899255059676,428.3885291417493,465.12640830926864,434.61995422008613,456.59285704299555,453.81044647149554,461.36216288799955,55508.602152583066,2540440000000.5938,-4.0373223106826215,-1.7579982688015239,4.385898947441189
16,16,1/25/2000,462.33263216413997,470.1579878909484,495.32963319777656,470.49938172100667,488.07548560282595,488.1156646132995,479.7446150808179,45422.7785397904,2198450000003.9663,-0.6701848564394846,-3.6828863623570616,-5.515903835132596
17,17,1/27/2000,501.77867487300125,529.7944996565919,530.0831219037897,465.28562148004005,474.5219694112009,473.43261385587124,473.8506851317306,33153.63182500921,1582710000003.5142,-6.219900144894753,2.24224863771177,-2.614733940522964
18,18,1/28/2000,473.95149836220025,472.84237466514014,487.23082928533364,467.3515249551083,472.9539448347998,481.40766762272256,479.55463852471973,48658.05389546824,2333869999998.708,-0.8632793401135666,1.3075690498954007,-3.3864066335686323
19,19,1/31/2000,475.5160881057253,501.0495478319094,493.7916940440804,457.6013899427681,460.0860876960022,459.0795677259484,456.93992719368845,35335.934243159936,1629330000003.6475,3.336625207042562,1.9408750130497496,0.06508150539727935
20,20,2/1/2000,453.38196994291474,469.5730078862472,468.6150404408009,459.04700984881333,458.61295908928315,459.44217929548296,467.1293337831762,29881.072063369073,1376669999998.741,4.224434368351769,-5.573748432690632,3.950831814086649
21,21,2/2/2000,461.0444839269684,473.3217761737163,474.06703159320034,461.44755912487926,464.87671857015454,460.358570005162,462.70245898344535,14152.189078263495,652481000002.5529,5.327046185665696,-4.200036777411577,1.9421369892468014
22,22,2/3/2000,460.3031547696235,459.05377066335257,468.5614026310208,454.33038602554154,453.4076866656188,457.0941034770806,456.22706003254183,24630.16079809205,1130580000009.001,1.997666372011333,2.8282867212252243,-1.7266778689331261
23,23,2/4/2000,455.03292310258087,458.56770356329605,466.81935391988515,460.46265479203504,455.75721075629156,455.701879102398,460.97203240896124,71645.47389785599,3283430000003.087,5.105442290308015,-1.1974045649939085,2.598210020446719
24,24,2/7/2000,456.68913491497756,462.9139544135655,453.5182732177521,439.52225683547675,451.86312072511635,457.1864986939688,449.38007620676876,6902.026809189158,311430000000.9639,2.5436174191725294,-3.200168291169186,1.0883288219127925
25,25,2/8/2000,448.56491303669634,438.5295371759367,478.4137859869169,445.30147031033397,462.7276049994337,468.37856017579,450.2503201107148,53866.562806700254,2425019999995.307,-0.23547006122239056,-2.377289180776903,-1.566673135759212
26,26,2/9/2000,458.66750704052833,468.58707835422103,468.75516804124663,450.0747760048953,458.31181029160706,463.1690814735179,467.6880284762514,2791.8794357717147,127317999997.0146,-0.5444080436466573,-0.014226839962691168,-2.5363660840793605
27,27,2/10/2000,459.5903471229667,457.62784042352837,458.8985031981176,434.5276605401903,446.06239940809553,433.133753739117,452.37035356196117,13674.072936076058,613813000001.8269,-2.6348611228546113,2.577379630168001,-4.735311001570728
28,28,2/11/2000,438.48863783298276,436.19142554728296,453.0381158794974,428.10224998811805,452.656132441503,440.2982733637631,434.11009582757805,5352.425110105576,235526000000.16275,-9.970576570209726,0.02687967173657047,1.158091896849313
29,29,2/14/2000,442.71675322259875,434.8254520168626,450.22835508336584,419.24141916452146,426.1364719328936,435.9377756233441,432.0645331139765,3624.5098305887536,157571999996.00528,-1.8024085774629108,0.55498750003434,-0.39581487059160075
30,30,2/15/2000,431.3319121998667,442.4268924652257,438.4293732011003,395.65534946229883,421.36349325346487,410.2140702910189,412.3004541845507,8163.81462896707,335880999993.97205,-6.197659905487733,3.3196517524012616,1.2888240369286228
31,31,2/16/2000,421.6677778014476,429.3979587556491,438.4506429253589,390.1311734178923,388.9376838356118,394.26700979197244,407.09672694501137,5557.469872791599,224388999994.93048,-2.1608944913981367,-1.6191770761849604,3.2118718085290383
32,32,2/17/2000,397.2379291138743,371.91183688155274,406.75171632421836,372.3796776493441,387.9811987808436,392.8421926490119,389.3739987439245,17557.958401078085,687713999996.4354,-0.16468029948548105,2.3708092449074485,-2.710882658611959
33,33,2/18/2000,390.55893220574956,409.8972973657103,410.3298212861681,389.7482377627192,416.19348335633407,400.8486977915639,390.9798281386138,7253.040961484782,289576000005.2621,-3.0013125483232552,2.483624599604477,-9.884022266845777
34,34,2/21/2000,407.55340576168976,401.77197347449106,405.16198792900815,388.07549761458364,405.9548799322399,405.6975541684561,397.60174805045415,6568.498723248478,263349999998.76904,-3.3057500524622023,-2.928246575142574,-3.8075431114797507
35,35,2/22/2000,402.3941693131139,405.27270952670597,406.857907611886,396.4433872350702,404.2663564523137,403.70237498339606,399.2726572069946,8051.332960948318,322008999993.68536,-5.8832385227872095,-5.639481737471358,3.431403634513332
36,36,2/23/2000,402.15531400634165,396.281579639039,405.8196607018968,391.4390616393567,413.6784329203489,408.49170112388117,397.2586543406477,2779.2344623635217,111124999998.50806,-1.368683703926741,2.0873409850017612,2.689320584140082
37,37,2/24/2000,410.9004128527468,405.95212114239837,412.5344838484645,390.88955849803034,398.62404452327496,396.939029834893,397.09804967687694,1874.3658721456695,74991699999.7222,-1.8725750585671548,-0.7191916743661586,-4.385995960517581
38,38,2/25/2000,397.1736219049017,388.8931346159676,395.35180914568434,386.8526238210892,380.30698315085857,394.59953750235655,395.1470965879092,1011.1925848972811,40047400002.45126,3.062112919500512,4.836504636768053,-3.543537333577064
39,39,2/28/2000,388.3510438553412,374.11879088225777,405.8586889108882,369.531436245417,402.1856704989506,403.42358620401,395.41955895088677,2056.1498227356838,81441800000.95201,0.6015895770374206,-2.6273935608189385,-0.6098664100666072
40,40,2/29/2000,405.03198412036585,392.9841233309542,406.1427701373495,370.42489117935105,372.7221722177299,383.23241640130584,393.69895374239735,2960.78594587703,115417000002.8504,-3.701625826783255,-0.4862430932431183,2.8781588830204052
41,41,3/1/2000,381.7612726517875,402.2718114875741,400.95205034690275,360.2847288047633,401.58669045247234,402.94606849014326,399.50482088122914,1377.6109194252058,54115499999.01803,-2.1870256503796286,2.029019263017766,6.833077580744718
42,42,3/2/2000,399.86990466243486,401.51940356159645,411.3183949919846,385.6887277572573,388.7634941436592,393.17676373446733,390.2101723510247,3828.1217295802885,151673999998.11362,-2.367889907424798,1.2917139233365935,5.442343786032483
43,43,3/3/2000,385.8086704495306,368.23286004311717,422.17705027806943,368.69806668610505,419.09168441274153,405.14134660579714,392.15508221857084,10700.007600113333,414215000003.37146,-5.383098208660415,1.6974630384679574,8.373706105360087
44,44,3/6/2000,401.593436755799,398.87492792293824,406.7575295727316,391.7362578841043,391.1029643247219,397.0083626681335,398.6195898831586,5116.580313892419,203331999995.71072,5.640276995610015,-5.197734386495543,5.815877607930214
45,45,3/7/2000,398.81795801436647,381.49261061993553,392.984423005723,371.6415865207087,381.18797542575066,377.07790120022855,384.2166522266305,3967.5321910739735,151058999999.70392,-4.66814984580591,-1.371254553687532,5.118722384116941
46,46,3/8/2000,374.8716044038613,393.21841943089396,397.0453717469554,375.777059664314,398.2174217489939,399.34412423369275,399.4679756818104,22418.64440743295,893475000000.1321,-0.8389142969881014,-4.363141383628481,2.445621187725036
47,47,3/9/2000,403.394439865072,411.0367848658623,431.5347863507262,388.44356200376774,407.0335926742558,422.84508801907083,408.5179764212478,8149.390287186098,334150000000.03723,-4.265336869105724,-1.0035326773952633,-1.759031901625982
48,48,3/10/2000,421.38390170733595,424.50941536170956,416.17107054068066,389.66953934970417,408.1104759078291,407.3627175994897,401.4637268430898,2116.746270666779,85408300002.18915,2.599295452442319,0.9062673347852609,-6.265659791686348
49,49,3/13/2000,406.59864936858474,401.6136783463916,402.28888031724614,397.4368059343885,399.2718352610315,395.8108317351999,403.76360415549135,74008.83213994316,2960239999998.984,6.460894552343304,-2.4305664925873094,-9.442942738265861
50,50,3/14/2000,394.9363632485984,395.5976307866588,421.0648638136722,393.0479373289401,393.1927953280706,397.3817978522465,402.228345869155,21143.891527900138,846887000002.7216,3.641912507510942,1.134687158510459,6.081070057700354
51,51,3/15/2000,396.1055173116653,404.68193290279567,425.1738878868115,394.72376134207116,416.0681458895456,403.73585379694794,412.0372585570744,3253.0204843796632,133715999998.47546,-3.3179385682322904,2.051224863139749,-5.223908088137691
52,52,3/16/2000,413.7344988254482,411.8935377496187,414.5733163966907,402.33211021388564,410.2821219389176,408.3787719277877,401.72164222558513,58308.58466204765,2390329999995.3926,-0.4402527045308267,-4.8081558135676845,3.1203301803159493
53,53,3/21/2000,412.21595150596403,406.14187952243867,425.26279877535455,402.8759874235483,424.00500302106195,419.28692194585415,417.72728029904124,6584.901826328533,271733000005.02237,3.6976211666482355,-4.821703639423166,-6.646445808546407
54,54,3/22/2000,414.6201960997399,444.70974734749774,446.53585218066974,423.20699368618807,425.99916063499586,425.8474944112825,431.6426043605032,5530.120180718278,238038999997.60287,-8.105469169940026,1.6760586588409736,5.197272754580594
55,55,3/23/2000,420.8995720550708,405.2750223837516,422.865331489695,410.0956781032815,423.9783891978803,424.0760462913719,410.63603746224993,3403.8716317679427,142057999993.87344,1.8840501693211422,-2.5706383994583324,0.7668382407392664
56,56,3/24/2000,413.53664075133753,418.86809560120753,417.726701719771,404.8978582707769,412.7643069601788,413.56317978161866,418.70343369167983,3649.709166184695,151873999998.30112,4.195376583258316,-2.974237929237662,-0.2533696933881549
57,57,3/27/2000,416.1359515265277,421.85951003964175,423.44807862509737,411.97444742848865,419.72547453666857,425.86338019769465,418.3871419956725,5380.9490414737475,223393999994.11267,0.771966943713884,0.593916955209426,-4.151822477952286
58,58,3/28/2000,419.86119248953236,412.3374748594107,422.7919241831879,406.28647034476205,416.1716394060308,420.49366918384464,414.65220007394316,4556.469766809364,190161000000.002,-1.8970462580705727,-1.710522119305537,0.7064126061914991
59,59,3/29/2000,417.7376194126468,412.42644617360816,422.1822535969217,418.7873358798257,408.5134324159825,414.17131343195126,418.8949511286106,1163.0681531913247,48240000005.235466,-5.018923792597522,1.1183506715165084,1.6847750547713174
60,60,3/30/2000,415.91905452497934,410.4649124359278,444.7859480235711,409.7100136575505,444.12510635569424,439.1722340875487,430.853868541605,7829.557207998399,334318999998.7377,-2.054198491558743,2.7092288057820366,-7.379573552699718
61,61,3/31/2000,437.7489029786001,417.10728187840795,433.1784204457702,415.1358097746004,431.804691684141,421.39070610621377,425.8103021840341,5067.203873831103,214710000002.65277,0.7106156511986239,-4.868897793441551,-8.823103182641772
62,62,4/3/2000,424.0625523092196,443.81013210042573,434.1787076460395,417.8387867059173,417.66673644135386,419.2167072894321,412.0549661774246,18289.21885688898,759021000002.4609,4.461605017033512,-2.0958211375644042,5.895573933570684
63,63,4/4/2000,412.0603728204567,395.9288796505756,407.33773231962505,404.30690823843855,412.9044756953421,412.72479527446274,410.7205227532212,19927.470881829177,818635000001.5361,1.8393094708309403,2.3106896455257844,0.4013998886398325
64,64,4/5/2000,418.4589845475714,413.60548140217776,422.41660281903853,406.13329731829805,419.3522882164066,414.7282460608137,415.40565886265745,7125.93359504332,294139000001.31757,0.5251564442790131,-4.131306452156677,-3.6270075272048174
65,65,4/6/2000,409.68170432276924,413.45102734376195,413.02857844861916,400.87392418418216,407.6286406840528,406.38755159945475,409.92152378745766,8585.432421724696,351862999996.80927,0.9031989122829295,-0.29434938762554386,2.0899385882542427
66,66,4/7/2000,413.00236305940143,412.4427910908087,422.4647138633181,412.30239196066304,412.21183379157986,423.71263576354,409.88376266568434,5438.094692143342,227313999991.19717,-1.1267825550725763,1.4510130121357458,2.1208811108477854
67,67,4/10/2000,417.6556657838257,407.4543861999716,421.2570906898401,412.50756509639933,425.0814276298817,413.79014635760126,412.3448966688805,6746.903024745762,279869000007.0903,-2.3895055183001714,1.665121677058281,5.157860796140595
68,68,4/11/2000,412.3679508329592,408.96387853773484,444.21401961743305,411.42881767170826,443.2871169208061,431.16258958280133,428.3517559361404,11295.174874057904,481604999998.7344,-4.004763212877795,1.8816427910420774,1.0830483830150741
69,69,4/12/2000,437.03124538597154,430.2862167406097,426.8599458222917,418.1872918253585,426.01373906250757,423.7930585709256,420.0922534834362,6445.399764488801,273671000002.0709,-1.2206115963892226,5.4538522931097155,5.416560240874461
70,70,4/13/2000,428.45747725837407,405.78594200186575,434.3517787701944,406.00945222154877,420.035395342282,413.74766430822285,419.17567471766597,1333.0036434633503,55869499995.92368,-2.716965013113149,1.6955864911415162,8.771943381759222
71,71,4/17/2000,424.0484478226574,402.77839420484923,426.882914764281,386.4826090646165,408.6054325862342,423.4116418911082,405.61560467218897,7496.6539396518965,305584000003.28827,-2.8376668523723545,5.260535535612611,-1.945477133967428
72,72,4/18/2000,421.6812728140404,411.6262071108812,424.4137361531769,408.1324772568054,425.60487312338796,420.0267020483052,413.2444762108578,7119.078817855892,297639000001.0149,-4.142607562718669,0.0975792183908191,4.111512429790923
73,73,4/19/2000,420.53568714947636,419.1299618128359,425.18233282432874,396.7500999757037,410.720322948769,413.1917518769985,415.4495900131752,3393.546365006857,139678000000.90128,0.8171565903299974,3.432906524934719,5.75933520669815
74,74,4/20/2000,414.1588968113406,407.52455123024407,430.6426519750143,400.2330077424145,416.2016508358119,411.55393742330466,410.79452899041803,25820.346778363808,1071079999995.6357,3.064194201467483,5.5148934498881985,-7.494542189837715
75,75,4/24/2000,418.83430172005495,422.7763812039224,429.77801420556324,407.4710668288347,411.78870105134,413.6840250369275,423.3119709885582,1300.29374300623,54171099998.85909,1.923332100847992,5.987030900987639,2.0533257424001627
76,76,4/25/2000,422.4577826322742,404.7737794835665,427.60080381658673,408.73290523810806,405.6205606163063,410.4381701991011,423.6674278153178,6082.013492953368,250549999992.09137,-2.486185140715173,1.9405637048254358,-1.8502912685421264
77,77,4/26/2000,412.13526595986605,403.6450559010129,414.11656149785426,398.30067227328163,418.4141351208252,410.3814282147888,411.35346742032544,1563.9667461338759,64097600007.71093,2.0365602731567596,-4.960484677748299,1.54027081067172
78,78,4/27/2000,413.6061643444063,405.4738634157982,413.12990246733386,404.8468640175651,405.5665707945075,415.0265268522256,410.58182990828516,1100.8221212551027,45085599996.80936,-1.327640826310818,-4.665298830140073,0.6020059551430836
79,79,4/28/2000,410.3204503243238,402.5890074529539,415.27910079571245,402.1108278015599,403.10318086531606,405.5374530207675,398.0049173539269,1094.7681487793182,44803900007.430336,-3.61765086368981,-1.9654836143652292,-6.600988049925927
80,80,5/2/2000,405.5016485690395,403.85239127591547,425.74103572618725,393.14091072574854,402.849148497624,407.24002823356574,402.7271586689021,5000.443778017892,203833000003.2795,4.493952607471196,-1.6817171087626301,-8.146711002973147
81,81,5/3/2000,402.0863204919018,387.0376577985352,401.0077485979326,379.36258930607505,390.63945382258885,393.3844215760743,388.12367723760104,4853.023408857639,190397999996.78702,6.498947708649693,6.160415423384201,-1.0309121810708775
82,82,5/4/2000,383.40872744470005,402.4235066221001,402.37550734147777,395.8702135289221,386.04576700408836,392.3964153629948,389.2777063951769,1938.7905848320981,76524500003.21591,0.034852191555221616,-0.5325789790069624,8.446217869234676
83,83,5/5/2000,398.31964888530297,399.2789957168624,398.64724658054683,401.18286431697356,396.92112520622356,393.43333590371486,402.2873830293113,6556.791636874826,261685000001.2741,-2.4142211521023995,-1.0153492294616424,-0.7434503596052139
84,84,5/8/2000,396.722692433613,402.9158175717931,400.92588038549246,399.3426205711855,394.10925724606,390.5188949116814,397.00449011344756,3926.5314529060756,155641000003.55673,7.500234444280638,-4.759411375182944,1.8881381212355812
85,85,5/9/2000,394.17375319632123,394.80886495088805,396.44051258911514,389.844018600277,387.6107490435085,398.2006427566414,392.907121286565,3735.747866556756,147113000003.4471,-1.4445182842434703,-5.620144613104145,-0.5104798245558542
86,86,5/10/2000,389.57064513866567,395.2694075431403,399.1103217485619,392.98186607335276,393.6772203049136,391.64679501049346,400.07858022949046,2331.550928561955,92163800003.01543,6.981462830906755,-4.814966542969403,1.902844545507841
87,87,5/11/2000,394.16708401718756,386.94251770779834,386.2346960970781,379.2555428474524,383.64934681342095,392.4966253792278,393.0946494718097,1040.448927877572,40569400006.08175,1.6083988223712316,-2.9426397367851145,-2.305366101461102
88,88,5/12/2000,388.4067744315236,388.14408791868607,392.5294048288989,369.6681760121024,377.90222757517375,377.58724632613837,385.0325506110602,3206.475376482608,123237999996.25345,-14.745117017551156,2.3086511865664705,2.092690436010831
89,89,5/15/2000,371.14953462526904,379.8676409115099,380.75344554806094,355.7622451865769,373.0223263201702,372.7660662646204,375.5932042961032,3027.4796476059473,111954999999.14333,4.772201498541236,6.128732995008714,0.7610449310916733
90,90,5/16/2000,376.58920330157866,366.9488365352385,382.9086882291389,371.73679320005226,383.49042161204227,376.12786587957913,366.7917695435245,2916.934025252919,109634999996.43259,-0.7895387478359852,4.117362023022256,4.7031917617747006
91,91,5/17/2000,378.8881034583677,391.90664126014303,381.72081516814154,374.7696670045806,374.9153664812039,370.70499267915477,383.90271031293673,1376.5638043362037,51742900003.30425,-3.1411078196046827,-0.7429387166353738,-3.218435601084886
92,92,5/18/2000,375.8356029220903,370.1649978748374,372.0498630233048,372.60996975759167,369.42695040371945,364.6274585540158,365.34994333386874,392.78991517050224,14412200002.602928,-3.3330665520279283,1.0265225130375866,-2.657872010810746
93,93,5/19/2000,373.01006852451604,367.37997174483763,377.93214775084454,366.6705085609374,355.42345144313305,363.90277400136836,369.036641776474,3422.2769416066258,127112999997.34207,-2.7162449490183405,3.3164944985168106,1.5482647226955852
94,94,5/22/2000,364.58248080335545,363.80632807893335,364.53668380890355,351.38639003180003,359.3375539316704,355.3855442817902,363.08942446946173,1659.3416799760182,58878900003.06633,-1.0509708530147066,-3.6176983510249827,2.506020099287164
95,95,5/23/2000,360.9019488433259,360.30053811216334,396.5907383974346,359.00535706800326,402.0568463849636,389.68599856364716,392.8000117116298,20793.14320846309,813991000002.3236,-7.541608418878548,-5.496196337032357,1.1383200953237367
96,96,5/24/2000,402.4150630427082,411.19078625148103,442.71788240012717,398.0205282772114,423.73051431059406,436.99855435585977,426.1290441627955,52425.06587519503,2233800000000.136,-3.3822521623108432,0.09297946755562161,2.2536798322071374
97,97,5/25/2000,428.87003962151203,428.10257283584554,435.4250380475224,419.6959926412605,420.32138304707127,421.91690729250655,423.67258511102864,23625.604338866477,1010369999996.1342,7.452101865246695,-5.789618362268804,2.597283869958875
98,98,5/26/2000,413.660491063971,418.28429820267377,424.14251445656373,420.70961383206685,431.1879976105015,423.1942182074498,424.0400346586363,10883.554656278979,458574999997.72235,-1.8406840614822624,4.662639569015424,-2.5056783083520004
99,99,5/29/2000,421.7404335950136,435.253363576963,431.06309070839444,428.3922802536828,429.09930798724685,428.4591429803302,422.664241400635,19064.75682596549,816616000000.9641,3.0636149722295287,3.3954601970440086,6.263574771405147
100,100,5/30/2000,427.34086385994163,430.24639272950554,432.01721681187774,414.298059694167,413.69619935606966,427.23866541009164,423.6766166555321,19748.66574856531,836688000005.4384,3.7881520126047157,-4.292041927215075,5.872835590640599
101,101,5/31/2000,420.89669927562386,420.90658044423446,453.244782238154,423.5182560709992,427.76801410865784,427.74512331469197,432.39155538492923,29773.33676964074,1279999999998.5557,9.682689579013157,-2.0091310456679317,6.4539863107393565
102,102,6/1/2000,420.4978363941032,425.7784884273543,429.74993244334877,420.6255841999216,425.39613282828697,422.8746845944209,423.39963664148934,73557.79468335751,3132549999996.8027,-0.5732273210048979,5.9723028443201125,-5.680315760993425
103,103,6/2/2000,425.3477469646114,425.4643382649473,431.4728018720634,420.7749893881827,425.2144823344824,431.24949082941447,423.8757700304011,8905.636766831074,378570999995.2689,-0.7787543514976779,-0.9211740478971583,4.358478656046895
104,104,6/5/2000,420.44080684629887,426.21773754035274,432.3862785263597,411.27932867097223,424.4699840952731,415.5926651091995,420.47630091619266,10086.206534555327,427405999995.7377,-0.018814392786150748,0.8919811208367476,0.8810583886374349
105,105,6/6/2000,422.2165674092683,411.88792434126293,424.66009188190804,403.93182261138503,413.4169544257078,414.8776026481126,420.2190035152152,12671.019117771491,531148999998.57007,-2.2395846806754838,6.08905104536012,-1.8876460471599255
106,106,6/7/2000,416.3527657238698,419.32599216673935,422.842555646085,413.6150810084503,418.63872734129313,411.6473306307926,416.9242128473148,4329.627552730531,180724999998.30948,1.9979537141520112,-0.2324340801665145,2.311890312880591
107,107,6/8/2000,421.08824345016444,431.0934715219762,421.50398393762333,406.8767093880451,420.49082828097033,411.1007497691362,416.8349076517502,2047.157687102278,85354299996.50552,-1.6821915743489775,-2.042588257177096,5.435354750129024
108,108,6/9/2000,416.4292934066295,410.93558050866807,412.58572392488037,411.19667027136416,416.9512016665267,414.01812969535894,413.7938005506814,1934.177573799968,79761600001.89488,8.703455510360875,3.789257149289185,-0.18358832886430743
109,109,6/12/2000,415.0764349632971,414.79048371128073,416.3363646871263,402.4803765415705,407.64901725667426,409.3871928731342,409.5948306474527,2367.511622457265,96676699991.34045,7.023558039778676,0.5775956352248885,8.221562964592529
110,110,6/13/2000,404.3686433418612,401.3692297553197,422.8287722489479,389.81548255847724,407.31870600223357,409.52940981121424,401.50248815098814,2631.5698353101393,106965000003.43066,2.675993901616096,-6.954827571128598,1.013821205395208
111,111,6/14/2000,412.41336386657014,408.0297240577096,422.53992380274946,411.0304919248975,406.9153877108809,407.3603670495128,407.2544201660917,3131.481063755467,128563000001.09023,9.354723100435475,-1.1964337885906144,-2.2865187705138834
112,112,6/15/2000,407.15829215951004,408.64061193428523,414.14919275203124,403.8438690958242,406.77338718028403,403.1410467237657,413.861719498983,1538.6807637024842,62886799999.9539,4.5771637953167446,2.8405188409563182,13.068327347220668
113,113,6/16/2000,413.27793486273816,411.1748626875077,416.4840610486207,409.0420164506191,409.5064901184325,400.1776624679356,409.11480909389076,1657.5672884785722,67706900001.07964,9.16859942556048,2.1067533485418934,5.968788925628615
114,114,6/19/2000,405.77137093818067,408.04345905892916,419.66570730747964,408.16030083000885,407.09313128470706,400.71811229141673,404.4498124892815,7968.463718202886,325232999992.50104,1.894144966871449,-2.872398513033251,7.300689844766453
115,115,6/20/2000,397.1392981434074,408.1317105343706,413.05292240663056,408.876480287277,410.8930913811028,409.8638801229313,406.2928870558162,4754.785225339843,192621999999.40723,0.49464679607586387,-7.455926051798598,-2.5927434357599872
116,116,6/21/2000,400.9245694543283,409.6918761362059,408.83449013984097,407.44346797097967,401.9950273172261,398.95108350192737,408.8261268046051,1770.5759892759056,71625000001.10934,-3.2635846929822354,0.3486248342041181,3.916510568215179
117,117,6/22/2000,401.21190671089226,407.3745480211679,408.55467753199,404.7478534613254,414.96214339361273,407.1575934065942,409.72158878771506,3236.030849058873,131184000011.6639,2.3982805565006937,4.630828831455109,2.1636665946335865
118,118,6/23/2000,404.3306258798031,396.8870238603129,404.6760457077745,399.01387806997957,409.58797013834567,407.33063017599636,397.983613087841,1507.3476287797857,61200600004.88747,3.047543513844989,-2.466166073414075,-4.151152356947954
119,119,6/26/2000,404.041756527785,406.69521141741836,410.8873444083042,396.72462922358864,403.7149455024472,409.56676420894775,412.19330133868453,3543.3157154350433,143011000000.42722,-0.2942400058846231,4.849285442272919,4.769801446621403
120,120,6/27/2000,405.0577191850976,398.9758813035957,415.515881020812,396.9069113289807,402.1099757295573,398.69945597889307,397.80744936505954,3378.892856600558,135750999999.72339,3.1899256182918494,3.3281470799483857,-4.218974462265611
121,121,6/28/2000,398.42549590669455,396.93383493321045,411.5914267184175,397.6210060191168,399.58666224693206,406.50922028479937,406.0960996846072,1080.450612882335,43364099998.58021,-0.7310496469850382,3.9022275288366597,-11.20516553267708
122,122,6/29/2000,405.14625195561956,404.8082718968897,406.6687618386592,406.1805375435987,408.09191572711006,407.40319957868,407.3893055813573,1716.73467237199,69327200002.1715,1.468766515056215,-2.0712587017411708,-4.651242343498816
123,123,6/30/2000,403.733909550132,399.5547620133542,405.25953326070197,401.737703731875,408.0950853139731,406.5186149183592,409.6587768333793,1124.8026612056738,45418800000.70102,-2.6805426965049257,2.332011780194629,-1.586916896521525
124,124,7/3/2000,408.7950027600053,405.90694089962653,414.94986471684484,399.44899386576174,390.11250977451607,404.9068242811484,401.88713312916093,1543.8946481758837,62616400003.89584,-2.0679401805698125,1.226138048684244,0.6884043613811657
